Product,Albania,Algeria,Angola,Argentina,Australia,Austria,Bangladesh,Belarus,Belgium,Benin,Bolivia__Plurinational_State_of_,Bosnia_and_Herzegovina,Brazil,Bulgaria,Burkina_Faso,Burundi,Cambodia,Cameroon,Canada,Central_African_Republic,Chad,Chile,China,Colombia,Congo,Costa_Rica,Croatia,Cuba,Cyprus,Czech_Republic,Côte_d_Ivoire,Democratic_People_s_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Ecuador,Egypt,El_Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Germany,Ghana,Greece,Guadeloupe,Guatemala,Guinea,Guinea_Bissau,Hungary,India,Indonesia,Iran__Islamic_Republic_of_,Ireland,Israel,Italy,Japan,Kenya,Kyrgyzstan,Latvia,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Mauritius,Mexico,Mongolia,Morocco,Mozambique,Namibia,Nepal,Netherlands,New_Zealand,Nicaragua,Niger,Nigeria,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Republic_of_Moldova,Romania,Russian_Federation,Rwanda,Senegal,Serbia,Sierra_Leone,Slovakia,Slovenia,Somalia,South_Africa,Spain,Sri_Lanka,Sudan__former_,Sweden,Switzerland,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,United_Kingdom,United_Republic_of_Tanzania,United_States_of_America,Uruguay,Uzbekistan,Venezuela__Bolivarian_Republic_of_,Viet_Nam,Zambia,Zimbabwe
Tomatoes (baby plum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67270203987682,,,,,,,,,,,6.68089044700246,,,,,,,,
Tomatoes (loose classic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820349554211979,,,,,,,,,,,2.56334503137248,,,,,,,,
Tomatoes (round/globe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831215172321772,,,0.580867098724825,,,,,,,,,,,,,,,,
Tomatoes (vine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22051370273127,,,,1.45278860564749,,,,,,,5.83916133630884,,,,,,,,
Trout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84144686158563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.343241208179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trout (large),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25743030806844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trout (small),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92053127158953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,5.68456437403254,,,,,,,,,,,,,,,,,,,,,,,17.4998218864819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4541165497613,,,,,,,,
Virgin olive oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32679063665417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25128612795807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.917485937036608,,,,,,
Watermelon,,,,,0.827300039457173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847457733540862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,1.05599136195471,,,,0.667419192268719,,,4.72128865228612,1.0258735337375,,2.37905077658515,1.11740518556238,,,,2.7539746100238,,,1.0342205368346,,,1.30876361225502,1.35886492041033,,,,1.20541308739028,,,,,1.49994794833701,,1.09581171392498,,2.60099854199311,,0.768564572297906,6.24431870399061,4.00534105665997,,0.95652191471061,,1.24063544946299,,,,,,,,0.869177435167847,,1.80812170340713,1.44665079216088,,1.03699105380424,,1.16582002253612,1.09194832649378,5.56222458821479,,3.55610015069803,1.63042385238366,,,,,,0.859884781102621,56.0436267164099,,6.81307781045999,,1.70289394094776,1.22205113592029,,,2.15631423517537,,1.61883820976378,2.86843049104504,,,,,1.79166452176628,1.94676509406842,,,,5.71938652076352,,,,,1.46765728212304,,,1.26059972988349,,1.34383029386137,,,,,,,5.58319957805796,,0.941835007622451,13.0700637424767,1.27539905388201,,1.83880834895914,,,,0.732926609926798
Wheat and rye bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46425000255784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8282763057529,,,,,,,2.1343419797495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat bread,,,,,3.67207511424833,,,,,,,,,,,,,,,,,,,,,,,,,1.38084989476332,,,,,,,,,,,,1.46918101538166,,0.650284421962484,,,,,,,,,,,,,1.88404760661869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49682573433689,,,,,,,,,,,,1.65264137560043,,,,0.744543338863417,,,,,,,,,,,,,,,
Wheat flour,,,,,,,,,,,,,,,,,,,,,,,1.32722007343631,,,,,,,,,,,,,,,,,,,,,,,1.83989124595996,,,,,,0.867456973408607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36117997564813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70118145088758,,1.4910120373275,,,,,,,,,,,,,,1.02278681693008,,,,,,,,,,,,,,,
Wine,,,,,,,,,,,,,,,,,,,3.10989133340022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59771824082968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66962000404207,,,,,,,,,,,,,,,,,,,
Wine grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51170319436998,,,,,,,,,,,,,,,1.83144572479606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33676800028271,,,,,,,,,,,,,1.13754420779341,,,,,,
Winter Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87167899557628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09862509786786,,,,,,,,,,,,,,,1.02693629393826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01796183348168,,,,,,,1.04095819460283,,,,,,,,
Winter bread wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27333100810576,,,,,,,1.19859036777699,,,,,,,,
Winter carrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.427483186114947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter field beans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923725982410163,,,,,,,,
Winter malting barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02899735849289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter peas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448359334092911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter rapeseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69340496903936,,2.92048636198183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55283024908881,3.70315980289852,,,,,,,4.4872595123447,,,,,,,,
Winter rye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921667067915421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924755815331785,,,,,,,,,,,,,,,
Winter wheat,,,,,,,,,,,,,,,,,,,,,,,1.1660833473702,,,,,,1.27113509418138,,,,,1.6965527968836,,,,,,,,0.984258863092743,,1.34416758108712,,,,,,,,,,,,,1.01286967797869,1.58970452344896,,,,,,,,,,,,,,,,,,,,,,,1.70719183424852,,,,,,,,,,,,,,,,,,,,,,1.22998425036441,1.12087757194165,,,,,,,1.01700943802902,,1.49744566221371,,,,,,
